date,daily_RMSE_SEIR_TLGRF,daily_MAE_SEIR_TLGRF,daily_RMSE_SEIR_Fixed,daily_MAE_SEIR_Fixed,daily_RMSE_SEIR_tcv,daily_MAE_SEIR_tcv,daily_RMSE_TLGRF,daily_MAE_TLGRF
2021-03-30,0.4652774477073025,0.338258072684496,0.5518010562559065,0.3937523898783262,0.6183585146463209,0.46115152813598875,0.15441118644193483,0.10970207210825075
2021-03-31,0.474704992121351,0.3373983445349833,0.5715656356454689,0.39452880212602986,0.6347218549899211,0.4603855535903824,0.12208960543056172,0.0921206170943273
2021-04-01,0.4746065739538896,0.31107440672115033,0.5904026561061864,0.38641382014587977,0.6532908791518085,0.4565215081887203,0.12987052260201976,0.09767074179340986
2021-04-02,0.4705515498268997,0.30327587238493997,0.5610877845518988,0.3699460415813681,0.6294445889561668,0.43153967110471664,0.11947188092091798,0.08660803634799204
2021-04-03,0.4374160561721427,0.2735520198410345,0.5203460899398167,0.3439716640745825,0.5992389779457015,0.41295781097090484,0.13473547490487556,0.10415321891375418
2021-04-04,0.43568624399552924,0.2732199166674219,0.5172407988077773,0.3413566097271688,0.5830796764929559,0.39890022887217474,0.12857009162794666,0.09858087323576052
2021-04-05,0.4339601791226345,0.2668483965975031,0.5080960841919259,0.3323964089435057,0.5782838432999521,0.39433160936422057,0.15245585371083775,0.11759155633134945
2021-04-06,0.42629191191526816,0.25862252172136724,0.5087911093438406,0.3212726924480609,0.5805840556961397,0.39150173782273995,0.15478096167899788,0.10744662090614072
2021-04-07,0.3966141768767149,0.23616469949146937,0.4705795187810135,0.2916451216458981,0.5487966334381561,0.3600627123729724,0.21997072798496053,0.15951850387847677
2021-04-08,0.4058148397853058,0.2470516533445718,0.4944905777487429,0.3175280530017084,0.5623823078195449,0.3787089684501508,0.16170468747888525,0.09614221619771812
2021-04-09,0.35551234882890465,0.23429758857772195,0.4459816699524687,0.311005927534986,0.46397315128555194,0.3338428202043045,0.11111638280833996,0.08103887798542216
2021-04-10,0.3636464446514152,0.24721157368592875,0.45830808323327266,0.3191399962942145,0.5123816489531757,0.37646109121096066,0.09187482962535957,0.0654160626976947
2021-04-11,0.36185201619518503,0.2461586184140155,0.45969470394182854,0.31188410629897506,0.47931095682981817,0.34860160150854275,0.09924587798665034,0.07742252452577228
2021-04-12,0.39656243838991234,0.2740804136123384,0.5160996719832397,0.35303805149099154,0.5206963372282866,0.3816855130459013,0.10861258984571051,0.07525220709048563
2021-04-13,0.4083406941232967,0.28463994733848336,0.5350673983600203,0.37013831242675166,0.5205967559564966,0.3789481200257202,0.13721041769591297,0.10224643896898283
2021-04-14,0.42297032139582047,0.29863821456927786,0.5637710761957085,0.40006456215730135,0.5272045531685341,0.38559282395487066,0.15221592810494725,0.12181875547420674
2021-04-15,0.41306231602724636,0.2851759582350671,0.5314993533492408,0.3655280190956695,0.5384977155142555,0.39569563174269695,0.13818650587406403,0.11396849405181012
2021-04-16,0.40636543019480426,0.2781794689428466,0.5214015179087629,0.3526646969161387,0.535854726380524,0.38174553067649947,0.12089026934899233,0.0953058131244839
2021-04-17,0.4010356677836395,0.27119344194933404,0.5166622250264269,0.3549622303764453,0.5327175276530983,0.37623688684373646,0.1174281752212127,0.0878477655274989
2021-04-18,0.392900306022498,0.2693984411441721,0.5072794834033124,0.3533691145247108,0.5238756121648455,0.382669221180008,0.10114801326603891,0.07843991827459611
2021-04-19,0.38690138905039173,0.26011822250689587,0.5018416784563204,0.34787818504497775,0.5262988784831668,0.3788664264073567,0.11873156484460691,0.09411926321927243
2021-04-20,0.3864415100079451,0.24979377508269604,0.49749368985801357,0.33994953517019094,0.5408391444862125,0.3894720858972904,0.14599496424263986,0.11349885364025004
2021-04-21,0.42041239381834594,0.2807731064602782,0.5271784254735763,0.3675586672283145,0.5953958209670117,0.4253447787107465,0.12564269741554746,0.0971007733219197
2021-04-22,0.40476350599209215,0.2649411718527593,0.5085267461336392,0.3418437452695936,0.5902327655237949,0.4179087255125035,0.11484114756562211,0.08706726613464064
2021-04-23,0.3947442653838442,0.2625678025607158,0.48904461312528164,0.3355249209976945,0.5471840137689374,0.3984816546757383,0.10293517268586999,0.07680075047434695
2021-04-24,0.4002432603259133,0.2728475775115271,0.49703587772160207,0.34285109725857327,0.5393670151605542,0.397395912897341,0.08398060188951155,0.06880625326913511
2021-04-25,0.41230894311939353,0.2797351505119703,0.5185584088628936,0.3552708185740382,0.5543497219562583,0.41024682791409844,0.10238819381587888,0.08350688435731993
2021-04-26,0.4075161444080117,0.2762446345981766,0.5073601101911638,0.3424105309042025,0.5610837339503484,0.4138480184166849,0.1172605053326553,0.09210597617154613
2021-04-27,0.40277012783882793,0.27867861282420126,0.49901382089074087,0.3415432909798276,0.5639729973964673,0.41614016366130163,0.12420142412764347,0.09502478994937613
2021-04-28,0.40811526713711954,0.2782341478942953,0.4956818567203501,0.3412086441273489,0.5399692817271713,0.39310412901299296,0.12194831775529233,0.09425431004997004
2021-04-29,0.4329952786624182,0.303144842625607,0.5338773831224253,0.3827619251899291,0.5742638981385939,0.4256298155943409,0.14303923477155278,0.11933253792859358
2021-04-30,0.4457448200740341,0.30583972938694476,0.5963649015613413,0.4082305171025832,0.6248233094506617,0.44584149375968535,0.14601901837903142,0.11562052343270542
2021-05-01,0.4338013370935787,0.29039327601288994,0.5806413230222724,0.3912031761133959,0.6091191463432573,0.4303295785599622,0.12972076791129955,0.10545272869516999
2021-05-02,0.4306609474184052,0.28420813408826795,0.560696746435119,0.3771412121215513,0.5904237739540491,0.4180190543073371,0.1340956833791577,0.10471453976789825
2021-05-03,0.4383054062667184,0.28957811068755684,0.5702105252130657,0.38571303640106996,0.5964006620710854,0.4178098991944109,0.14084123362975182,0.11248866812672934
2021-05-04,0.4492214154394093,0.2963129122051704,0.5742281357616577,0.3889717654003138,0.6049994220056102,0.42400956984603655,0.11984297822572758,0.0993637612986166
2021-05-05,0.4610448963344988,0.30605548338908956,0.5894555220946944,0.40437998683963133,0.6231458682247834,0.44628791136533175,0.14118697198972505,0.11491128842339644
2021-05-06,0.4411023329903301,0.29084853550834844,0.5752237556899593,0.3849614199927679,0.6179734638901526,0.43228229023510856,0.10632212587428543,0.08120776947277204
2021-05-07,0.4492717036518468,0.2925492932172386,0.5865877259532979,0.4038084976286281,0.6215546621879652,0.43801050095142874,0.11486962252428709,0.09589186368770694
2021-05-08,0.4521497291573435,0.29382394015310237,0.590253174903274,0.40333351946134016,0.638030521621866,0.44862651735568515,0.10573875417607792,0.08337768513488983
2021-05-09,0.4530676939533552,0.29869744474443766,0.5886613314849536,0.4024013812912705,0.6342176338785287,0.447058825516234,0.1207105158236877,0.0924869463598687
2021-05-10,0.46337588499470156,0.3059458593120739,0.5984139047275008,0.40868919489731464,0.6714367829799885,0.4753881169085504,0.13812396689728182,0.1077582739768054
2021-05-11,0.47029904911037146,0.31797785773000203,0.5995505406596777,0.4055887274124309,0.641873521067469,0.43857681703159185,0.15610545157297814,0.11781847120273148
2021-05-12,0.46986640829092274,0.3141276465257616,0.6055706839345588,0.4109200045609393,0.6432237971087102,0.44207045652798976,0.13675176298389893,0.10285908523236667
2021-05-13,0.4787807969964184,0.31664729217545573,0.6093857148427217,0.4180513572044959,0.6473827702888201,0.4460774476911054,0.13832551240340987,0.10638874920480886
