fips,county_x,state_x,date.x,tau.hat,log_rolled_cases,shifted_log_rolled_cases,rolled_cases,shifted_rolled_cases,predictor,delta cases,capacity,rank_unfiltered,changepoint,outbreak,rank_filtered,delta_ranked
8109.0,Saguache,Colorado,2022-01-05,0.0637225869951721,3.269025608553673,3.9995104595512623,26.2857142857143,54.57142857142859,1.6749937153016674,28.285714285714292,1.0,45.0,-1.0,0.0,15.0,12.0
8103.0,Rio Blanco,Colorado,2022-01-05,0.0243038477480247,3.940193882394842,4.169981976427721,51.4285714285714,64.71428571428572,1.2499121698984126,13.28571428571432,1.0,47.0,0.0,0.0,16.0,15.0
8041.0,El Paso,Colorado,2022-01-07,0.0769455150932318,9.287142670354614,9.94607484514331,10798.28571428569,20870.142857142888,830.879656409599,10071.857142857198,1.0,3.0,0.0,0.0,1.0,1.0
8067.0,La Plata,Colorado,2022-01-07,0.0826117172641729,6.658377749211858,7.466309278930357,779.2857142857141,1748.1428571428607,64.37813109658043,968.8571428571466,1.0,16.0,0.0,0.0,2.0,2.0
8093.0,Park,Colorado,2022-01-07,0.0739924829448522,5.579729825986222,6.042972104253914,264.99999999999994,421.14285714285705,19.60800798038583,156.1428571428571,1.0,23.0,0.0,0.0,3.0,3.0
8113.0,San Miguel,Colorado,2022-01-07,0.0420564026892045,5.94392360233898,6.257667587882639,381.4285714285708,522.0000000000002,16.041513597167977,140.5714285714294,1.0,26.0,0.0,0.0,4.0,6.0
8071.0,Las Animas,Colorado,2022-01-07,0.108498476726232,4.967827201604373,5.682607477519744,143.71428571428598,293.7142857142861,15.592781083798513,150.00000000000014,1.0,27.0,0.0,0.0,5.0,5.0
8065.0,Lake,Colorado,2022-01-07,0.103158811979928,4.623571271358984,5.54907608489522,101.85714285714302,257.00000000000006,10.507461848812683,155.14285714285705,1.0,31.0,0.0,0.0,6.0,4.0
8019.0,Clear Creek,Colorado,2022-01-07,0.0648298156453976,4.796970486736589,5.432473563941403,121.14285714285703,228.71428571428604,7.853669095328158,107.57142857142901,1.0,34.0,0.0,0.0,7.0,7.0
8091.0,Ouray,Colorado,2022-01-07,0.0705024940172334,4.672828834461906,5.045266738065894,106.99999999999996,155.28571428571402,7.54376685984397,48.285714285714064,1.0,35.0,0.0,0.0,8.0,11.0
8081.0,Moffat,Colorado,2022-01-07,0.0633970023079709,4.524889354727288,5.104212371213747,92.28571428571426,164.71428571428598,5.8506376415641705,72.42857142857171,1.0,38.0,0.0,0.0,9.0,10.0
8105.0,Rio Grande,Colorado,2022-01-07,0.0558626963454948,4.573237138885083,5.153291594497779,96.8571428571429,173.00000000000006,5.410701160320785,76.14285714285715,1.0,39.0,0.0,0.0,10.0,9.0
8073.0,Lincoln,Colorado,2022-01-07,0.0995069599194442,3.80029304148484,4.95179479407332,44.714285714285715,141.42857142857105,4.4493826363980045,96.71428571428532,1.0,41.0,0.0,0.0,11.0,8.0
8109.0,Saguache,Colorado,2022-01-07,0.0858105949000562,3.4612616224048067,4.19181690503092,31.857142857142897,66.14285714285708,2.7336803803875083,34.285714285714185,1.0,43.0,0.0,0.0,12.0,12.0
8063.0,Kit Carson,Colorado,2022-01-07,0.0300377404742165,4.459318308975528,4.6860916283403125,86.42857142857144,108.42857142857098,2.5961189981287123,21.99999999999953,1.0,44.0,0.0,0.0,13.0,14.0
8125.0,Yuma,Colorado,2022-01-07,0.0258298565514227,4.3694478524670215,4.6333410629547895,79.0,102.85714285714305,2.0405586675623932,23.857142857143046,1.0,46.0,1.0,1.0,14.0,13.0
8095.0,Phillips,Colorado,2022-01-07,0.066949106989236,3.4011973816621555,3.862232340925131,30.000000000000004,47.57142857142859,2.0084732096770805,17.571428571428587,1.0,47.0,0.0,0.0,15.0,16.0
8103.0,Rio Blanco,Colorado,2022-01-07,0.0329104972359898,3.981015876915098,4.3098398926980535,53.5714285714286,74.42857142857142,1.763062351928026,20.85714285714282,1.0,50.0,0.0,0.0,16.0,15.0
8041.0,El Paso,Colorado,2022-01-10,0.0903640344293942,9.52887721652382,10.176585216219513,13751.1428571429,26280.571428571424,1242.608746586379,12529.428571428523,3.0,3.0,0.0,0.0,1.0,1.0
