Setting name,Date Resolved,County,Date Reported,Total cases,Total deaths,fips
The Carillon at Belleview Station (23N139): December 2020,2021-02-10,Denver,2021-01-05,12,1,8031
Department of Transportation and Infrastructure- Traffic Operations,2021-01-12,Denver,2021-01-06,5,0,8031
Hercules Industries,2021-01-25,Denver,2021-01-06,37,0,8031
Presbyterian St Lukes Advanced Laparoscopic and General Surgery Clinic,2021-01-28,Denver,2021-01-07,3,0,8031
Presbyterian St Lukes Transplant Clinic,2021-01-28,Denver,2021-01-07,8,0,8031
HighPointe Assisted Living & Memory Care (23M205): December 2020,2021-01-27,Denver,2021-01-08,10,0,8031
Jax Fish House & Oyster Bar- Denver,2021-02-15,Denver,2021-01-08,4,0,8031
VCA Alameda East Veterinary Hospital: January 2021,2021-02-08,Denver,2021-01-08,13,0,8031
Robert Russell Eastern Star - Masonic Center of Colorado (2304HP): January 2021,2021-02-22,Denver,2021-01-11,9,0,8031
Bron Aerotech ,2021-02-02,Denver,2021-01-12,3,0,8031
King Soopers Bakery: November 2020,2021-04-14,Denver,2021-01-12,15,0,8031
Papa Murphys,2021-02-05,Denver,2021-01-12,4,0,8031
Tower Electric - Inn at Cherry Creek Construction Site,2021-01-25,Denver,2021-01-12,9,0,8031
Balfour at Central Park (23H949): January 2021,2021-01-27,Denver,2021-01-13,2,0,8031
Brookdale University Park (230490): October 2020,2021-01-15,Denver,2021-01-15,12,2,8031
Harvard Square Retirement Community (230428): January 2021,2021-02-23,Denver,2021-01-19,18,0,8031
Ty's House (23R990),2021-02-10,Denver,2021-01-19,2,0,8031
Nocturne Jazz and Supper Club,2021-02-08,Denver,2021-01-20,5,0,8031
Presbyterian St Lukes Bone Marrow Transplant Unit,2021-02-16,Denver,2021-01-20,6,0,8031
Apple Store - Cherry Creek,2021-03-25,Denver,2021-01-21,14,0,8031
Blair Labeling,2021-02-04,Denver,2021-01-21,3,0,8031
Denver Internal Medicine,2021-02-15,Denver,2021-01-21,4,0,8031
FedEx Express DEN: November 2020,2021-01-18,Denver,2021-01-21,13,0,8031
Homeless Shelter,2021-03-22,Denver,2021-01-21,9,0,8031
King Soopers #72,2021-02-16,Denver,2021-01-21,4,0,8031
National Alamo Car Rental - Denver International Airport,2021-02-15,Denver,2021-01-21,5,0,8031
Parkview Care Center (020440): January 2021,2021-02-15,Denver,2021-01-21,2,0,8031
Western Die Contractor Inc,2021-02-05,Denver,2021-01-21,3,0,8031
Tower Electric - Victor Construction Site,2020-11-25,Denver,2021-01-22,5,0,8031
UPS - DIA: January 2021,2021-02-04,Denver,2021-01-22,2,0,8031
Trader Joe's #300: January 2021,2021-02-18,Denver,2021-01-25,3,0,8031
5280 High School: January 2021,2021-02-14,Denver,2021-01-27,4,0,8031
Bronnor Corporation,2021-02-12,Denver,2021-01-27,3,0,8031
Rico Pollo #6,2021-02-09,Denver,2021-01-27,4,0,8031
The Courtyards at Mountain View (23X801): January 2021,2021-02-12,Denver,2021-01-27,3,0,8031
Graland Country Day School: January 2021,2021-05-19,Denver,2021-01-28,27,0,8031
"Rampart Supply, Inc.: January 2021",2021-04-14,Denver,2021-01-28,10,0,8031
Catholic Charities of Denver,2021-03-10,Denver,2021-01-31,5,0,8031
Associated Global Systems,2021-02-16,Denver,2021-02-01,2,0,8031
City of Denver Facility Maintenance,2021-02-17,Denver,2021-02-01,3,0,8031
City of Denver Impound Lot,2021-02-09,Denver,2021-02-01,6,0,8031
Discount Forklift,2021-02-19,Denver,2021-02-01,5,0,8031
Rocky Mountain Prep Southwest: January 2021,2021-02-17,Denver,2021-02-01,3,0,8031
Steuben's Uptown: January 2021,2021-03-05,Denver,2021-02-01,6,0,8031
The River Yoga- Golden Triangle,2021-02-21,Denver,2021-02-01,4,0,8031
DashMart Denver,2021-02-21,Denver,2021-02-02,5,0,8031
Creativity Challenge Community: January 2021,2021-03-31,Denver,2021-02-03,10,0,8031
North Italia,2021-02-21,Denver,2021-02-03,4,0,8031
Belfor Environmental,2021-02-19,Denver,2021-02-05,2,0,8031
Edison Elementary School: February 2021,2021-03-04,Denver,2021-02-05,6,0,8031
Jack Zamora MD Cosmetic Surgery and Aesthetic,2021-02-20,Denver,2021-02-05,2,0,8031
Lady Jane Restaurant,2021-03-01,Denver,2021-02-05,5,0,8031
Schmitt Elementary School: January 2021,2021-03-06,Denver,2021-02-05,4,0,8031
Vegan Van,2021-02-19,Denver,2021-02-05,3,0,8031
Children's Garden Learning Academy,2021-03-04,Denver,2021-02-10,10,0,8031
Escalante-Biggs Academy: February 2021,2021-03-13,Denver,2021-02-10,5,0,8031
Interstate Warehousing- E. 51st Ave: February 2021,2021-03-01,Denver,2021-02-10,2,0,8031
Carmel Construction - Drive Train Site: January 2021,2021-02-21,Denver,2021-02-11,5,0,8031
Italco Food Products: January 2021,2021-02-28,Denver,2021-02-11,3,0,8031
Cochino Taco,2021-03-05,Denver,2021-02-16,6,0,8031
"Center at Lowry, LLC (02G500): February 2021",2021-03-09,Denver,2021-02-17,4,0,8031
Metropolitan State University Athletics- Social Gathering,2021-03-14,Denver,2021-02-17,8,0,8031
Grand Salon & MedSpa,2021-03-13,Denver,2021-02-18,5,0,8031
Brookfield Properties,2021-02-13,Denver,2021-02-19,2,0,8031
DSST: Byers Middle/High School,2021-05-24,Denver,2021-02-19,12,0,8031
Emergency Shelter Site - 4600 E 48th,2021-03-09,Denver,2021-02-19,3,0,8031
Lowry Early Learning Center: February 2021,2021-03-16,Denver,2021-02-23,2,0,8031
Denver Center for the Performing Arts,2021-02-16,Denver,2021-02-24,2,0,8031
Parkview Care Center (020440): February 2021,2021-03-16,Denver,2021-02-24,2,0,8031
Vorto,2021-03-08,Denver,2021-02-24,9,0,8031
Chipotle Mexican Grill- California St. Denver #00009,2021-03-11,Denver,2021-02-25,4,0,8031
The Center for Talent Development at Greenlee: February 2021,2021-03-01,Denver,2021-02-25,2,0,8031
Bank of America,2021-03-03,Denver,2021-02-26,2,0,8031
The Haven: February 2021,2021-03-24,Denver,2021-02-27,2,0,8031
Steele Elementary School,2021-05-18,Denver,2021-03-01,9,0,8031
Trader Joe's #300: February 2021,2021-03-23,Denver,2021-03-04,2,0,8031
Green Valley Elementary School: February 2021,2021-04-10,Denver,2021-03-05,7,0,8031
Sam's Club #4777,2021-03-15,Denver,2021-03-05,4,0,8031
Griffis Union Station,2021-03-24,Denver,2021-03-08,5,0,8031
Little Sisters of the Poor- Mullen Home (020442): March 2021,2021-03-23,Denver,2021-03-08,3,0,8031
Bass Pro Shop,2021-06-15,Denver,2021-03-09,15,0,8031
Cherry Cricket- Cherry Creek,2021-04-24,Denver,2021-03-09,4,0,8031
East High School: February 2021,2021-04-16,Denver,2021-03-09,11,0,8031
Jewish Community Center Early Learning School: March 2021,2021-04-13,Denver,2021-03-09,4,0,8031
Warren Village Early Learning Center: March 2021,2021-05-09,Denver,2021-03-09,6,0,8031
Highline Academy Northeast: March 2021,2021-04-05,Denver,2021-03-10,5,0,8031
Trinidad Benham Corporation - Denver,2021-03-31,Denver,2021-03-11,4,0,8031
Trader Joe's #302: March 2021,2021-04-03,Denver,2021-03-12,4,0,8031
Apothecary Farms,2021-04-15,Denver,2021-03-15,11,0,8031
Joe Shoemaker School: March 2021,2021-05-09,Denver,2021-03-15,6,0,8031
National Wood Products,2021-04-05,Denver,2021-03-15,7,0,8031
Superlam Melamine,2021-03-25,Denver,2021-03-15,2,0,8031
Bao Brewhouse,2021-04-09,Denver,2021-03-16,4,0,8031
Chick-Fil-A- Hampden,2021-04-22,Denver,2021-03-16,5,0,8031
Cory Elementary School: March 2021,2021-04-22,Denver,2021-03-17,6,0,8031
Inspire Elementary School: March 2021,2021-04-24,Denver,2021-03-18,3,0,8031
North Star Rehabilitation and Care Community (020413): March 2021,2021-04-29,Denver,2021-03-19,5,0,8031
Safta,2021-04-20,Denver,2021-03-22,5,0,8031
Guy's Floor Service Inc.,2021-04-14,Denver,2021-03-23,42,0,8031
Monaco Parkway Health and Rehabilitation Center (020497): March 2021,2021-04-12,Denver,2021-03-23,2,0,8031
Swansea Elementary School: March 2021,2021-05-04,Denver,2021-03-24,4,0,8031
South High School: March 2021,2021-04-14,Denver,2021-03-25,8,0,8031
3STEP Lacrosse,2021-04-15,Denver,2021-03-27,5,0,8031
Highlands Sport and Spine,2021-04-23,Denver,2021-03-30,4,0,8031
Metropolitan State University - Women's Soccer,2021-04-13,Denver,2021-03-31,2,0,8031
Primrose School of Denver North: March 2021,2021-05-11,Denver,2021-03-31,14,0,8031
Atomic Cowboy- Broadway,2021-04-29,Denver,2021-04-01,7,0,8031
Atomic Cowboy- E Colfax,2021-04-25,Denver,2021-04-01,5,0,8031
"California Expanded Metal Products ""CEMCO Steel"": March 2021",2021-04-18,Denver,2021-04-01,3,0,8031
Mullen High School: March 2021,2021-05-25,Denver,2021-04-01,8,0,8031
Third Way - York Facility: March 2021,2021-04-24,Denver,2021-04-01,12,0,8031
10 Barrel,2021-04-18,Denver,2021-04-02,7,0,8031
B-Elite 2007 Boys A/B Soccer Teams,2021-04-28,Denver,2021-04-02,7,0,8031
Alchemy Food Co,2021-04-26,Denver,2021-04-05,2,0,8031
Barolo Grill,2021-04-24,Denver,2021-04-05,6,0,8031
ETG Systems,2021-04-20,Denver,2021-04-05,7,0,8031
RTD Maintenance,2021-06-17,Denver,2021-04-05,18,0,8031
Del Frisco's Grille,2021-04-24,Denver,2021-04-06,6,0,8031
Denver Breaker and Supply,2021-04-11,Denver,2021-04-06,7,0,8031
John F Kennedy High School: April 2021,2021-04-24,Denver,2021-04-06,2,0,8031
Lowry Park Apartments,2021-04-30,Denver,2021-04-06,4,0,8031
Peak Kia,2021-04-25,Denver,2021-04-06,4,0,8031
Ian's Pizza,2021-04-21,Denver,2021-04-07,2,0,8031
The Cheesecake Factory,2021-05-04,Denver,2021-04-08,6,0,8031
"Applewood Plumbing, Heating & Electric",2021-05-02,Denver,2021-04-09,4,0,8031
Blue Moon Brewery,2021-05-06,Denver,2021-04-09,4,0,8031
Christ in the City: April 2021,2021-05-20,Denver,2021-04-09,7,0,8031
EVO: March 2021,2021-05-11,Denver,2021-04-09,12,0,8031
Horizon Dry Wall Inc.,2021-04-28,Denver,2021-04-09,8,0,8031
Janus Henderson Investors - Detroit St.,2021-05-07,Denver,2021-04-09,6,0,8031
Rocky Mountain School of Expeditionary Learning: March 2021,2021-06-08,Denver,2021-04-09,9,0,8031
"Brekhus Tile & Stone, Inc.",2021-05-05,Denver,2021-04-12,4,0,8031
Hops and Pie,2021-05-08,Denver,2021-04-12,5,0,8031
Milwaukee Street Tavern,2021-04-23,Denver,2021-04-12,5,0,8031
Denver North Care Center (020444): April 2021,2021-05-24,Denver,2021-04-14,4,0,8031
Little Kickers Swim School,2021-05-18,Denver,2021-04-14,9,0,8031
Marycrest Assisted Living (2304ST): April 2021,2021-05-18,Denver,2021-04-14,4,0,8031
Suites at Clermont Park Care Center (020454): April 2021,2021-06-18,Denver,2021-04-14,2,0,8031
Verde Natural,2021-05-03,Denver,2021-04-14,6,0,8031
Future Foam,2021-05-12,Denver,2021-04-16,12,0,8031
Rocky Mountain Prep Southwest: April 2021,2021-06-18,Denver,2021-04-16,11,0,8031
AutoNation Chrysler Dodge Jeep RAM Southwest,2021-06-01,Denver,2021-04-19,14,0,8031
Balfour at Central Park (23H949): April 2021,2021-04-29,Denver,2021-04-19,2,0,8031
Bedrosians Tile and Stone,2021-05-11,Denver,2021-04-19,3,0,8031
Drury Inn and Suites - Central Park,2021-04-27,Denver,2021-04-19,5,0,8031
Odyssey School Of Denver: April 2021,2021-06-23,Denver,2021-04-19,8,0,8031
South Valley Post Acute Rehabilitation (020416): April 2021,2021-06-14,Denver,2021-04-19,4,0,8031
St Paul Health Center (020448): April 2021,2021-04-22,Denver,2021-04-19,7,0,8031
Stoney's Bar and Grill ,2021-05-05,Denver,2021-04-19,3,0,8031
Virginia's Kitchen,2021-05-03,Denver,2021-04-19,3,0,8031
Whole Foods Market - Tamarac: April 2021,2021-05-02,Denver,2021-04-19,2,0,8031
FedEx Express DEN: April 2021,2021-04-29,Denver,2021-04-20,4,0,8031
The Carillon at Belleview Station (23N139): April 2021,2021-05-13,Denver,2021-04-20,2,0,8031
The Goddard School of Denver - City Park West: April 2021,2021-06-06,Denver,2021-04-20,11,0,8031
Autumn Heights Health Care Center (020405): April 2021,2021-05-10,Denver,2021-04-22,2,0,8031
Forest Street Compassionate Care Center (02H516): April 2021,2021-05-14,Denver,2021-04-22,2,0,8031
Hamilton Middle School: April 2021,2021-05-26,Denver,2021-04-22,6,0,8031
A Biggs Step Childcare Center,2021-05-20,Denver,2021-04-23,6,0,8031
Lincoln Elementary School: April 2021,2021-05-22,Denver,2021-04-23,4,0,8031
Gymtegrity Gym,2021-05-15,Denver,2021-04-26,12,0,8031
Udi's Bakery Boulder Brands- Conagra: April 2021,2021-06-08,Denver,2021-04-26,11,0,8031
Le Bilboquet,2021-05-03,Denver,2021-04-27,11,0,8031
Slavens K-8 School: April 2021,2021-05-12,Denver,2021-04-27,3,0,8031
Teller Elementary School: April 2021,2021-05-31,Denver,2021-04-27,6,0,8031
The Courtyards at Mountain View (23X801): April 2021,2021-05-26,Denver,2021-04-27,6,0,8031
Beacon House: April 2021,2021-05-28,Denver,2021-04-28,6,0,8031
Manorcare Health Services - Denver (020476): April 2021,2021-06-16,Denver,2021-04-28,8,0,8031
Total Quality Logistics: April 2021,2021-05-24,Denver,2021-04-28,6,0,8031
Gust Elementary School: April 2021,2021-05-31,Denver,2021-04-29,7,0,8031
Harvard Square Retirement Community (230428): April 2021,2021-05-29,Denver,2021-04-29,6,0,8031
Sloan's Lake Rehabilitation Center (02Q649): April 2021,2021-05-25,Denver,2021-04-29,6,0,8031
Asbury Elementary School: April 2021,2021-05-23,Denver,2021-04-30,4,0,8031
Denver County Jail: April 2021,2021-06-04,Denver,2021-04-30,22,0,8031
Margery Reed Mayo,2021-06-07,Denver,2021-04-30,3,0,8031
Mile Hi Bakery,2021-05-27,Denver,2021-04-30,6,0,8031
STRIVE Prep - Rise: April 2021,2021-05-26,Denver,2021-04-30,6,0,8031
DSST: Green Valley Ranch High School: April 2021,2021-06-17,Denver,2021-05-01,5,0,8031
5280 High School: April 2021,2021-05-29,Denver,2021-05-03,8,0,8031
Black Bear CSI,2021-06-04,Denver,2021-05-03,4,0,8031
Columbian Elementary School: May 2021,2021-06-02,Denver,2021-05-03,4,0,8031
Monarch Montessori of Denver: April 2021,2021-06-09,Denver,2021-05-03,7,0,8031
Swigert International School: April 2021,2021-06-01,Denver,2021-05-03,9,0,8031
Urban Peak: April 2021,2021-06-03,Denver,2021-05-03,5,0,8031
Bishop Machebeuf Catholic High School: April 2021,2021-05-27,Denver,2021-05-04,5,0,8031
Briarwood Health Care Center (020470): April 2021,2021-06-15,Denver,2021-05-04,6,1,8031
Centennial: A School for Expeditionary Learning: April 2021,2021-05-25,Denver,2021-05-05,3,0,8031
Northfield High School: April 2021,2021-05-24,Denver,2021-05-05,3,0,8031
The Logan School for Creative Learning,2021-05-28,Denver,2021-05-05,2,0,8031
William (Bill) Roberts School: April 2021,2021-05-26,Denver,2021-05-05,7,0,8031
STRIVE Prep - Federal,2021-05-27,Denver,2021-05-06,4,0,8031
Unique Woodworking,2021-05-20,Denver,2021-05-06,6,0,8031
DSST: Montview Middle School,2021-06-05,Denver,2021-05-07,2,0,8031
Mathematics and Science Leadership Academy,2021-06-01,Denver,2021-05-07,4,0,8031
Heather Grove Assisted Living (230480): April 2021,2021-05-17,Denver,2021-05-10,2,0,8031
Italco Food Products: April 2021,2021-06-03,Denver,2021-05-10,7,0,8031
Denver Health Hospital - Patient Access Office,2021-05-28,Denver,2021-05-11,4,0,8031
McGlone Academy: April 2021,2021-06-24,Denver,2021-05-11,7,0,8031
Step Denver,2021-06-11,Denver,2021-05-11,9,0,8031
The Argyle (230464): April 2021,2021-05-19,Denver,2021-05-11,6,0,8031
Lifetime Windows and Siding,2021-06-02,Denver,2021-05-12,4,0,8031
Place Bridge Academy: April 2021,2021-05-27,Denver,2021-05-12,3,0,8031
TAVA Waters Apartments,2021-05-25,Denver,2021-05-12,6,0,8031
Safeway #2246: May 2021,2021-05-29,Denver,2021-05-13,3,0,8031
Unity Pentecostal Temple,2021-06-07,Denver,2021-05-13,13,0,8031
Uptown Health Care Center (020452): May 2021,2021-06-16,Denver,2021-05-13,3,0,8031
Denver Public Schools - Northeast Terminal,2021-06-14,Denver,2021-05-17,17,0,8031
Health Center at Franklin Park (020439): May 2021,2021-06-02,Denver,2021-05-17,2,0,8031
John H. Amesse Elementary School: May 2021,2021-06-01,Denver,2021-05-17,3,0,8031
Most Precious Blood Catholic School: May 2021,2021-06-17,Denver,2021-05-17,10,0,8031
Bradley International School: May 2021,2021-06-15,Denver,2021-05-18,9,0,8031
Hallmark Nursing Center (020453): May 2021,2021-06-07,Denver,2021-05-18,3,0,8031
The Barth Hotel (230477): May 2021,2021-05-26,Denver,2021-05-18,2,0,8031
Skinner Middle School: May 2021,2021-06-16,Denver,2021-05-19,4,0,8031
Brown International Academy: May 2021,2021-06-21,Denver,2021-05-20,7,0,8031
International Academy of Denver at Harrington: April 2021,2021-06-04,Denver,2021-05-20,4,0,8031
McAuliffe International School: May 2021,2021-06-15,Denver,2021-05-20,3,0,8031
Highline Academy Northeast: April 2021,2021-06-16,Denver,2021-05-24,9,0,8031
Sunrise at Pinehurst (23049U): May 2021,2021-06-07,Denver,2021-05-24,2,0,8031
HighPointe Assisted Living & Memory Care (23M205): May 2021,2021-06-18,Denver,2021-06-01,2,0,8031
VCA Alameda East Veterinary Hospital: May 2021,2021-07-05,Denver,2021-06-03,9,0,8031
Marycrest Assisted Living (2304ST): June 2021,2021-06-30,Denver,2021-06-18,2,0,8031
A Mother's Haven,2021-08-06,Denver,2021-07-09,6,0,8031
Colorado Rockies: July 2021,2021-08-13,Denver,2021-07-16,8,0,8031
Major League Baseball All-Star Events,2021-08-23,Denver,2021-07-21,33,0,8031
Monarch Manor (230472): July 2021,2021-08-16,Denver,2021-07-21,3,0,8031
The Argyle (230464): July 2021,2021-08-25,Denver,2021-07-27,5,1,8031
St Paul Health Center (020448): August 2021,2021-08-23,Denver,2021-08-02,12,0,8031
Barcelona Wine Bar,2021-08-23,Denver,2021-08-05,10,0,8031
Manorcare Health Services - Denver (020476): August 2021,2021-09-27,Denver,2021-08-13,28,2,8031
Sunrise at Pinehurst (23049U): August 2021,2021-09-14,Denver,2021-08-16,4,0,8031
"Rowan Community, Inc (020459): August 2021",2021-08-31,Denver,2021-08-17,2,0,8031
Berkley Manor Care Center (020419): August 2021,2021-08-31,Denver,2021-08-19,2,0,8031
The Courtyards at Mountain View (23X801): August 2021,2021-08-31,Denver,2021-08-20,3,0,8031
Global Dance Festival,2021-09-03,Denver,2021-08-23,37,0,8031
Stout Street Social,2021-09-11,Denver,2021-08-25,6,0,8031
The Lennox Guest Home (230425): August 2021,2021-09-13,Denver,2021-08-26,4,0,8031
48th Avenue Men's Shelter: August 2021,2022-03-09,Denver,2021-08-27,133,0,8031
The Carillon at Belleview Station (23N139): August 2021,2021-11-23,Denver,2021-09-03,7,0,8031
Van Cise-Simonet Detention Center: September 2021,2023-01-24,Denver,2021-09-06,1280,0,8031
Brookdale University Park (230490): August 2021,2021-09-23,Denver,2021-09-07,4,0,8031
RTD District Shops: August 2021,2021-09-23,Denver,2021-09-07,5,0,8031
Mile High Sober Living: August 2021,2021-10-12,Denver,2021-09-08,11,0,8031
Monaco Parkway Health and Rehabilitation Center (020497): September 2021,2021-11-04,Denver,2021-09-10,9,0,8031
McMeen Elementary School,2021-11-22,Denver,2021-09-13,18,0,8031
Denver Language School - Gilpin Campus,2022-03-26,Denver,2021-09-14,45,0,8031
Inspire Elementary School: September 2021,2022-03-05,Denver,2021-09-14,83,0,8031
Samaritan House Denver: September 2021,2021-11-20,Denver,2021-09-14,19,0,8031
KIPP Northeast Elementary & Middle School: September 2021,2022-02-20,Denver,2021-09-16,53,0,8031
The Goddard School of Northfield: September 2021,2021-10-19,Denver,2021-09-17,9,0,8031
International School of Denver: September 2021,2022-06-29,Denver,2021-09-20,113,0,8031
Harvard Square Retirement Community (230428): September 2021,2021-10-21,Denver,2021-09-21,2,0,8031
Briarwood Health Care Center (020470): September 2021,2021-10-12,Denver,2021-09-22,8,1,8031
"Center at Lowry, LLC (02G500): September 2021",2021-11-01,Denver,2021-09-22,5,0,8031
Denver County Jail: September 2021 ,2022-04-08,Denver,2021-09-23,90,0,8031
The Barth Hotel (230477): September 2021,2021-10-14,Denver,2021-09-23,6,0,8031
Park Hill Elementary,2022-07-15,Denver,2021-09-24,172,0,8031
The Gathering Place: August 2021,2021-12-27,Denver,2021-09-28,24,0,8031
Amberwood Court Rehabilitation and Care Community (020460): September 2021,2021-10-20,Denver,2021-10-01,2,0,8031
Denver Language School - Whiteman Campus: September 2021,2021-12-30,Denver,2021-10-04,44,0,8031
Castro Elementary School,2022-03-30,Denver,2021-10-05,28,0,8031
St Paul Health Center (020448): October 2021,2021-12-14,Denver,2021-10-06,13,0,8031
Brookdale University Park (230490): October 2021,2021-11-16,Denver,2021-10-07,5,0,8031
Roundup Fellowship - Evans House (050404),2021-10-19,Denver,2021-10-07,9,0,8031
St. Vincent de Paul Catholic School: September 2021,2021-12-27,Denver,2021-10-08,44,0,8031
Sunrise at Cherry Creek (2304OU): September 2021,2021-11-30,Denver,2021-10-11,29,0,8031
